,job_title,rating,industry,city,state,min_revenue,max_revenue,min_salary_estimate,max_salary_estimate,avg_salary_estimate,avg_revenue
1203,Data Analyst,4.0,IT Services,San Antonio, TX,50,100,37000,68000,52500,75.0
1204,Data Analyst,3.1,Staffing & Outsourcing,San Antonio, TX,25,50,37000,68000,52500,37.5
1205,Data Analyst I,3.0,Staffing & Outsourcing,San Antonio, TX,1,5,37000,68000,52500,3.0
1206,Data Reporting Analyst,3.9,IT Services,San Antonio, TX,50,100,37000,68000,52500,75.0
1207,Data Analyst,3.9,IT Services,San Antonio, TX,100,500,37000,68000,52500,300.0
1208,Data Analyst,3.7,Aerospace & Defense,San Antonio, TX,5000,10000,37000,68000,52500,7500.0
1211,Data Reporting Analyst,3.4,Banks & Credit Unions,San Antonio, TX,1000,2000,37000,68000,52500,1500.0
1212,"Data & Reporting Analyst, Distribution Planning & Operations",4.3,Grocery Stores & Supermarkets,San Antonio, TX,10000,10000,37000,68000,52500,10000.0
1216,Epidemiology Data Analyst,2.8,IT Services,San Antonio, TX,100,500,37000,68000,52500,300.0
1218,Data Analyst,5.0,IT Services,San Antonio, TX,50,100,37000,68000,52500,75.0
1219,Risk Data Analyst,3.0,Staffing & Outsourcing,San Antonio, TX,1,5,37000,68000,52500,3.0
1220,Contract Data Analyst,4.0,IT Services,San Antonio, TX,50,100,37000,68000,52500,75.0
1222,Senior Data Analyst,3.5,Computer Hardware & Software,San Antonio, TX,5000,10000,37000,68000,52500,7500.0
1223,Data Analyst,3.3,Computer Hardware & Software,San Antonio, TX,50,100,37000,68000,52500,75.0
1225,Senior Data Analyst,4.1,Staffing & Outsourcing,San Antonio, TX,1000,2000,37000,68000,52500,1500.0
1226,Senior Data Science Analyst,2.9,Pet & Pet Supplies Stores,San Antonio, TX,2000,5000,37000,68000,52500,3500.0
1227,"Data Analyst ( SAS,SQL)",3.7,Staffing & Outsourcing,San Antonio, TX,50,100,37000,68000,52500,75.0
1228,Data Analyst - Top Secret w/ SCI Eligibility,4.0,Consulting,San Antonio, TX,100,500,37000,68000,52500,300.0
1229,Epidemiology/Data Analyst,4.0,Federal Agencies,San Antonio, TX,50,100,37000,68000,52500,75.0
1230,Epidemiology Data Analyst,3.5,IT Services,Lackland AFB, TX,10000,10000,37000,68000,52500,10000.0
1233,Data Security Analyst,2.6,Social Assistance,San Antonio, TX,2000,5000,73000,89000,81000,3500.0
1234,Data Security Analyst,3.3,Aerospace & Defense,San Antonio, TX,1000,2000,73000,89000,81000,1500.0
1235,Data Analyst/Engineers,3.9,IT Services,San Antonio, TX,100,500,73000,89000,81000,300.0
1238,IT Data Science Analyst,4.1,Staffing & Outsourcing,San Antonio, TX,1000,2000,73000,89000,81000,1500.0
1239,"Configuration Data Analyst, (Secret Clearance Required) San Antonio, TX, US ID",3.2,Accounting,San Antonio, TX,500,1000,73000,89000,81000,750.0
1240,TECHNICAL DATA ANALYST,3.8,Aerospace & Defense,Lackland AFB, TX,25,50,73000,89000,81000,37.5
1241,Senior Contract Data Analyst,4.0,IT Services,San Antonio, TX,50,100,73000,89000,81000,75.0
1243,Senior Risk Analyst-Data,3.9,Staffing & Outsourcing,San Antonio, TX,10,25,73000,89000,81000,17.5
1244,Functional Analyst (CECL Data),4.4,IT Services,San Antonio, TX,1,5,73000,89000,81000,3.0
1245,Data Analyst with Security Clearance,3.3,Computer Hardware & Software,San Antonio, TX,50,100,73000,89000,81000,75.0
1247,"(REMOTE) Sr. Risk Analyst (IT, IS and/or Data expertise)",3.1,Staffing & Outsourcing,San Antonio, TX,100,500,73000,89000,81000,300.0
1248,"Sr. Risk Analyst (IT, IS and/or Data expertise)",3.1,Staffing & Outsourcing,San Antonio, TX,100,500,73000,89000,81000,300.0
1249,Navy Maintenance Data Systems Analyst,3.6,Aerospace & Defense,San Diego, CA,2000,5000,76000,122000,99000,3500.0
1250,Data Analyst,3.3,Banks & Credit Unions,San Diego, CA,1000,2000,76000,122000,99000,1500.0
1252,Data Analyst II,3.0,Education Training Services,San Diego, CA,100,500,76000,122000,99000,300.0
1253,Data Analyst,4.5,Accounting,San Diego, CA,1,1,76000,122000,99000,1.0
1254,Data Analyst,3.7,IT Services,San Diego, CA,25,50,76000,122000,99000,37.5
1255,Division Data and Financial Analyst,4.2,Colleges & Universities,San Diego, CA,5000,10000,76000,122000,99000,7500.0
1258,Data Analyst,3.4,Aerospace & Defense,San Diego, CA,50,100,76000,122000,99000,75.0
1260,Junior Data Analyst,5.0,IT Services,San Diego, CA,50,100,76000,122000,99000,75.0
1261,Data Analyst,3.2,Financial Analytics & Research,San Diego, CA,1000,2000,76000,122000,99000,1500.0
1262,Data Analyst - VerityStream,3.0,Education Training Services,San Diego, CA,100,500,76000,122000,99000,300.0
1264,Senior Data Analyst,3.4,Banks & Credit Unions,San Diego, CA,500,1000,76000,122000,99000,750.0
1267,Fleet Optimization Data Analyst (Solar + Storage),3.2,Energy,San Diego, CA,25,50,76000,122000,99000,37.5
1268,Data Analyst,3.8,Health Care Products Manufacturing,San Diego, CA,50,100,76000,122000,99000,75.0
1269,Data Steward/Configuration Analyst,3.9,Biotech & Pharmaceuticals,San Diego, CA,2000,5000,76000,122000,99000,3500.0
1270,Administrative Assistant / Data Analyst Supporting the DEA #20-318,2.8,Staffing & Outsourcing,San Diego, CA,50,100,76000,122000,99000,75.0
1271,Data Manager - Bioinformatics Analyst (Naval Health Center),3.5,Aerospace & Defense,San Diego, CA,10000,10000,76000,122000,99000,10000.0
1272,Data Analyst,5.0,IT Services,San Diego, CA,50,100,76000,122000,99000,75.0
1275,Data Privacy Analyst,3.5,Biotech & Pharmaceuticals,San Diego, CA,1000,2000,76000,122000,99000,1500.0
1276,"Data Analyst 3 (San Diego or Atlanta, GA)",3.6,Health Care Products Manufacturing,San Diego, CA,10000,10000,76000,122000,99000,10000.0
1277,"Research Scientist, Structural Biologist - CryoEM Data Analyst",3.3,Biotech & Pharmaceuticals,San Diego, CA,2000,5000,60000,124000,92000,3500.0
1278,Systems Analyst - Data Integration and ETL process,3.4,Staffing & Outsourcing,San Diego, CA,5000,10000,60000,124000,92000,7500.0
1279,Senior Consulting Data Analyst,4.0,Health Care Services & Hospitals,San Diego, CA,10000,10000,60000,124000,92000,10000.0
1280,Senior Data Analyst,3.9,Biotech & Pharmaceuticals,San Diego, CA,2000,5000,60000,124000,92000,3500.0
1282,Automotive eCommerce Data Analyst - Remote,4.2,Computer Hardware & Software,San Diego, CA,1,5,60000,124000,92000,3.0
1284,Senior Technical Data Analyst,4.4,Computer Hardware & Software,San Diego, CA,2000,5000,60000,124000,92000,3500.0
1288,Senior Business Data Analyst,4.4,Computer Hardware & Software,San Diego, CA,2000,5000,60000,124000,92000,3500.0
1289,Data Analyst III (Healthcare Analytics),3.3,Insurance Carriers,San Diego, CA,10000,10000,60000,124000,92000,10000.0
1291,Automotive eCommerce Data Analyst,4.2,Computer Hardware & Software,San Diego, CA,1,5,60000,124000,92000,3.0
1294,Data Analyst Junior,5.0,IT Services,San Diego, CA,50,100,60000,124000,92000,75.0
1296,Business Data Analyst III,3.5,Staffing & Outsourcing,San Diego, CA,10,25,60000,124000,92000,17.5
1299,Health Data Analyst IV,2.5,Wholesale,San Diego, CA,10,25,60000,124000,92000,17.5
1301,IT DATA ANALYST- Information Technology,3.3,Gambling,El Cajon, CA,100,500,60000,124000,92000,300.0
1302,"7232 Data Engineer (Analyst/Programmer - Career), Information Technology DevOps",4.1,Colleges & Universities,San Diego, CA,2000,5000,60000,124000,92000,3500.0
1303,Systems Analyst - Data Integration,3.7,IT Services,San Diego, CA,25,50,60000,124000,92000,37.5
1305,Data Analyst - EDSS,4.2,Computer Hardware & Software,San Diego, CA,10000,10000,60000,124000,92000,10000.0
1306,Sr. Data Governance Analyst,4.9,Staffing & Outsourcing,San Diego, CA,10,25,60000,124000,92000,17.5
1307,Data Manager - Bioinformatics Analyst (Naval Health Center),3.5,IT Services,San Diego, CA,10000,10000,60000,124000,92000,10000.0
1312,Senior Tactical Data Link Systems Analyst,3.7,IT Services,San Diego, CA,10,25,34000,61000,47500,17.5
1313,Data Analyst I,4.1,Enterprise Software & Network Solutions,Plano, TX,5000,10000,24000,48000,36000,7500.0
1314,Data Analyst II,4.1,Enterprise Software & Network Solutions,Plano, TX,5000,10000,24000,48000,36000,7500.0
1315,Data Conversion Analyst,4.3,Computer Hardware & Software,Allen, TX,500,1000,24000,48000,36000,750.0
1316,Data Analyst - Retail (Entry Level),3.3,Grocery Stores & Supermarkets,Arlington, TX,10000,10000,24000,48000,36000,10000.0
1317,Data Analyst - Healthcare Fraud,3.1,Consulting,Dallas, TX,50,100,24000,48000,36000,75.0
1320,SQL Data Analyst,3.9,Staffing & Outsourcing,Dallas, TX,100,500,24000,48000,36000,300.0
1321,Data Science - Analyst/Associate - Security Incident Response Team,4.0,Investment Banking & Asset Management,Dallas, TX,10000,10000,24000,48000,36000,10000.0
1323,"Analyst, Data Intelligence",3.7,Advertising & Marketing,Dallas, TX,100,500,24000,48000,36000,300.0
1324,HR Data Analyst II,3.7,Financial Analytics & Research,Dallas, TX,10000,10000,24000,48000,36000,10000.0
1326,Data Analyst,4.4,IT Services,Dallas, TX,100,500,24000,48000,36000,300.0
1327,DATA ANALYST,3.1,Municipal Governments,Dallas, TX,50,100,24000,48000,36000,75.0
1328,Data Science – Analyst/Associate - Security Incident Response Team,4.0,Investment Banking & Asset Management,Dallas, TX,10000,10000,24000,48000,36000,10000.0
1329,IGNITE Graduate Development Program - Application Developer / Data Scientist / Business Analyst,3.4,IT Services,Irving, TX,10000,10000,24000,48000,36000,10000.0
1331,Data Analyst (HR),3.3,Grocery Stores & Supermarkets,Arlington, TX,10000,10000,24000,48000,36000,10000.0
1332,Data Analyst,4.1,Telecommunications Services,Dallas, TX,10000,10000,24000,48000,36000,10000.0
1333,"Data Analyst (SQL, Tableau)",3.5,Staffing & Outsourcing,Richardson, TX,100,500,24000,48000,36000,300.0
1336,Data Analyst (Product Analytics),2.8,Advertising & Marketing,Dallas, TX,100,500,24000,48000,36000,300.0
1337,Data Analyst,2.9,Banks & Credit Unions,Irving, TX,1000,2000,24000,48000,36000,1500.0
1339,Junior Data Analyst,5.0,IT Services,Dallas, TX,50,100,24000,48000,36000,75.0
1341,DALLAS Campus Recruiting 2018 - I&D - Data Analyst,3.8,Enterprise Software & Network Solutions,Dallas, TX,10000,10000,24000,48000,36000,10000.0
1342,Business Data Analyst,3.8,Staffing & Outsourcing,Dallas, TX,100,500,30000,53000,41500,300.0
1343,"Analyst, Data & Design",3.3,Preschool & Child Care,Dallas, TX,1000,2000,30000,53000,41500,1500.0
1346,Data Analyst,4.1,Staffing & Outsourcing,Dallas, TX,1000,2000,30000,53000,41500,1500.0
1347,Data Analyst,4.6,Investment Banking & Asset Management,Dallas, TX,5,10,30000,53000,41500,7.5
1348,"Analyst I, Data & Design",3.3,Preschool & Child Care,Dallas, TX,1000,2000,30000,53000,41500,1500.0
1349,Data Analyst,3.4,Insurance Carriers,Irving, TX,5000,10000,30000,53000,41500,7500.0
1353,Healthcare Data Analyst,3.8,Health Care Services & Hospitals,Dallas, TX,10,25,30000,53000,41500,17.5
1355,Data Analyst II,3.6,Industrial Manufacturing,Grapevine, TX,2000,5000,30000,53000,41500,3500.0
1356,Data Analyst,2.9,Transportation Equipment Manufacturing,Dallas, TX,5000,10000,30000,53000,41500,7500.0
1359,HR Data Analyst II,3.6,Banks & Credit Unions,Dallas, TX,5000,10000,30000,53000,41500,7500.0
1360,Data Analyst,1.0,IT Services,Plano, TX,1,1,30000,53000,41500,1.0
1362,Sr Data Integrity Analyst,3.8,Oil & Gas Services,Dallas, TX,2000,5000,30000,53000,41500,3500.0
1363,Data System Analyst,3.7,Investment Banking & Asset Management,Irving, TX,10000,10000,30000,53000,41500,10000.0
1364,Data Analyst,5.0,IT Services,Dallas, TX,50,100,30000,53000,41500,75.0
1365,Research Data Analyst,2.6,Membership Organizations,Arlington, TX,10,25,30000,53000,41500,17.5
1367,RAPD Risk Platforms & Data - Analyst,4.0,Investment Banking & Asset Management,Dallas, TX,10000,10000,30000,53000,41500,10000.0
1368,Business Data Analyst,3.5,Computer Hardware & Software,Plano, TX,10000,10000,30000,53000,41500,10000.0
1369,Data Analyst,4.6,Consulting,Plano, TX,5,10,30000,53000,41500,7.5
1370,Business Analyst/Data Consultant,3.8,Staffing & Outsourcing,Irving, TX,2000,5000,30000,53000,41500,3500.0
1371,Data Analyst - Contract Renewals,2.8,Computer Hardware & Software,Richardson, TX,500,1000,30000,53000,41500,750.0
1372,Analyst Supply Chain I Data Management,3.9,Consumer Products Manufacturing,Lewisville, TX,2000,5000,41000,86000,63500,3500.0
1375,Data Integration Analyst,4.4,Computer Hardware & Software,Irving, TX,5,10,41000,86000,63500,7.5
1376,Data Analyst,4.1,Staffing & Outsourcing,Plano, TX,100,500,41000,86000,63500,300.0
1380,Business Analyst - Data Protection,3.4,IT Services,Irving, TX,10000,10000,41000,86000,63500,10000.0
1381,Data Analyst,2.8,Convenience Stores & Truck Stops,Arlington, TX,100,500,41000,86000,63500,300.0
1382,Data Analyst,4.2,IT Services,Plano, TX,10,25,41000,86000,63500,17.5
1383,Data Analytics Senior Analyst,3.7,Investment Banking & Asset Management,Irving, TX,10000,10000,41000,86000,63500,10000.0
1385,Client Data Analyst,3.4,Advertising & Marketing,Irving, TX,500,1000,41000,86000,63500,750.0
1387,Data Analyst,4.2,IT Services,Grapevine, TX,25,50,41000,86000,63500,37.5
1388,Data Management Analyst,4.7,Aerospace & Defense,Dallas, TX,25,50,41000,86000,63500,37.5
1391,SAS Data Analyst III(With SOL & Tableau),3.4,Enterprise Software & Network Solutions,Dallas, TX,25,50,41000,86000,63500,37.5
1392,NA Data Reporting Analyst,3.1,Security Services,Irving, TX,2000,5000,41000,86000,63500,3500.0
1393,SAS Data Analyst,3.4,Staffing & Outsourcing,Dallas, TX,100,500,41000,86000,63500,300.0
1395,Data Science- Security Analyst,3.4,IT Services,Dallas, TX,1,5,41000,86000,63500,3.0
1397,Data Management Analyst,2.9,Transportation Equipment Manufacturing,Dallas, TX,5000,10000,41000,86000,63500,7500.0
1398,Sr. Business Data Analyst - Enterprise Risk,2.5,Lending,Dallas, TX,500,1000,41000,86000,63500,750.0
1399,Claims Data Analyst,4.0,Health Care Services & Hospitals,Irving, TX,5,10,41000,86000,63500,7.5
1400,Data Analyst 4,2.8,Consulting,Dallas, TX,10,25,41000,86000,63500,17.5
1401,SENIOR APPLICATION PROGRAMMER ANALYST (Data Transformation & Integration) - ITD,3.3,Municipal Governments,Tarrant, TX,1,1,44000,82000,63000,1.0
1402,Data Governance Analyst,3.8,Staffing & Outsourcing,Dallas, TX,100,500,44000,82000,63000,300.0
1403,Data Analyst - SM,3.8,"Health, Beauty, & Fitness",Irving, TX,1,1,44000,82000,63000,1.0
1405,Data Analyst {S02268P},4.2,Colleges & Universities,Arlington, TX,100,500,44000,82000,63000,300.0
1406,Data Analyst,4.1,Computer Hardware & Software,Plano, TX,25,50,44000,82000,63000,37.5
1407,Data Analyst - Marketing,3.7,Lending,Carrollton, TX,10000,10000,44000,82000,63000,10000.0
1409,Senior Data Analyst,3.5,Computer Hardware & Software,Plano, TX,5000,10000,44000,82000,63000,7500.0
1410,Sr. Enterprise BI Data Analyst,2.1,Industrial Manufacturing,Dallas, TX,2000,5000,44000,82000,63000,3500.0
1411,Accounting/Data Analyst Associate,3.7,Construction,Southlake, TX,100,500,44000,82000,63000,300.0
1412,Sr. Business Data Analyst Enterprise Risk,2.5,Lending,Dallas, TX,500,1000,44000,82000,63000,750.0
1413,Sr. BI Data Engineer and Analyst,3.6,Financial Transaction Processing,Dallas, TX,50,100,44000,82000,63000,75.0
1417,Data Platform System Analyst Lead (Data Services),3.9,Investment Banking & Asset Management,Lewisville, TX,10000,10000,44000,82000,63000,10000.0
1418,Business Analyst/Data Analyst,3.7,Staffing & Outsourcing,Irving, TX,50,100,44000,82000,63000,75.0
1420,Data Analyst,3.3,IT Services,Coppell, TX,50,100,44000,82000,63000,75.0
1422,Senior Data Analyst,3.5,Consulting,Dallas, TX,10,25,44000,82000,63000,17.5
1426,Data Analyst Lead - EM & Data,4.0,Accounting,Richardson, TX,1,1,44000,82000,63000,1.0
1428,Sr. Data Analyst - Healthcare Claims,4.2,Consulting,Dallas, TX,50,100,44000,82000,63000,75.0
1429,Sr. Enterprise BI Data Analyst,3.0,Health Care Products Manufacturing,Dallas, TX,1000,2000,48000,88000,68000,1500.0
1430,Data/Business Solutions Analyst - Jr,4.1,Staffing & Outsourcing,Plano, TX,1000,2000,48000,88000,68000,1500.0
1432,Pricing Data Analyst,4.1,Staffing & Outsourcing,Plano, TX,1000,2000,48000,88000,68000,1500.0
1434,Application Vulnerability Governance Lead Data Analyst,3.7,Investment Banking & Asset Management,Irving, TX,10000,10000,48000,88000,68000,10000.0
1435,SAP Data Analyst (Contract),4.0,Staffing & Outsourcing,Irving, TX,1,5,48000,88000,68000,3.0
1437,Business Analytics Analyst II (Data Concierge),4.2,Colleges & Universities,Arlington, TX,100,500,48000,88000,68000,300.0
1439,Data Analyst -0517 Suv,3.8,"Health, Beauty, & Fitness",Irving, TX,1,1,48000,88000,68000,1.0
1440,Network Data Analyst,4.3,IT Services,Dallas, TX,1,5,48000,88000,68000,3.0
1441,Technical Data Analyst Accounting,3.7,Staffing & Outsourcing,Irving, TX,50,100,48000,88000,68000,75.0
1442,Data Analyst: II (Intermediate),4.4,IT Services,Irving, TX,1,1,48000,88000,68000,1.0
1443,Senior Enterprise Data Management Analyst,3.1,Electrical & Electronic Manufacturing,Dallas, TX,2000,5000,48000,88000,68000,3500.0
1444,Data Quality Analyst,3.2,Staffing & Outsourcing,Richardson, TX,100,500,48000,88000,68000,300.0
1445,Data Analyst - IT Administrator,3.3,IT Services,Allen, TX,10,25,48000,88000,68000,17.5
1446,Senior Data Analyst,2.8,Convenience Stores & Truck Stops,Arlington, TX,100,500,48000,88000,68000,300.0
1447,Data Analyst Lead - Air/Technical Operations,4.0,Accounting,Richardson, TX,1,1,48000,88000,68000,1.0
1448,"Analyst, Client Data II",3.4,Advertising & Marketing,Irving, TX,500,1000,48000,88000,68000,750.0
1449,DATA ENGINEER / DATA ANALYST,3.9,IT Services,Plano, TX,100,500,48000,88000,68000,300.0
1450,Jr. Data Warehouse Systems Analyst,3.2,Staffing & Outsourcing,Richardson, TX,100,500,48000,88000,68000,300.0
1451,"Data Management Analyst in Plano, TX at Community Hospital Corporation",3.5,Health Care Services & Hospitals,Plano, TX,25,50,48000,88000,68000,37.5
1452,QA Automation Analyst with Big data technology,3.4,Advertising & Marketing,Richardson, TX,1,5,48000,88000,68000,3.0
1453,Data Analyst Lead - Commercial,4.0,Accounting,Richardson, TX,1,1,48000,88000,68000,1.0
1455,Sr Data Management Analyst,3.5,Staffing & Outsourcing,Irving, TX,2000,5000,48000,88000,68000,3500.0
1456,Senior Data Quality Analyst,3.2,Transportation Management,Arlington, TX,5000,10000,44000,78000,61000,7500.0
1457,Lead Data Analyst,3.6,Logistics & Supply Chain,Plano, TX,2000,5000,44000,78000,61000,3500.0
1458,Data Analyst Lead (Customer and Reservations),4.0,Accounting,Richardson, TX,1,1,44000,78000,61000,1.0
1460,Senior Data Risk Analyst,3.9,Staffing & Outsourcing,Plano, TX,10,25,44000,78000,61000,17.5
1462,Data Analyst - Sr,3.8,Staffing & Outsourcing,Plano, TX,2000,5000,44000,78000,61000,3500.0
1463,Data Analyst - Senior,4.1,Staffing & Outsourcing,Plano, TX,1000,2000,44000,78000,61000,1500.0
1464,Digital S/W Eng Lead Analyst (Big data with SAS and PySpark background),4.5,Enterprise Software & Network Solutions,Irving, TX,1,5,44000,78000,61000,3.0
1467,Analyst/Developer (Data Warehouse) III,4.1,Computer Hardware & Software,Allen, TX,25,50,44000,78000,61000,37.5
1468,Data Analyst,4.5,Staffing & Outsourcing,Newark, CA,25,50,110000,190000,150000,37.5
1469,Senior HR Data Analyst,4.6,Computer Hardware & Software,Santa Clara, CA,5000,10000,110000,190000,150000,7500.0
1470,Sr. Data Analyst - Growth & Adoption,3.9,Enterprise Software & Network Solutions,Newark, CA,100,500,110000,190000,150000,300.0
1471,Data Analyst,4.0,Enterprise Software & Network Solutions,Santa Clara, CA,10,25,110000,190000,150000,17.5
1472,"Data Analyst, Product Insights",3.3,Enterprise Software & Network Solutions,Redwood City, CA,100,500,110000,190000,150000,300.0
1473,Senior Data Analyst,3.1,Sports & Recreation,Santa Clara, CA,100,500,110000,190000,150000,300.0
1474,Data and User Acceptance Test Analyst,3.4,Staffing & Outsourcing,Cupertino, CA,5000,10000,110000,190000,150000,7500.0
1475,Data Analyst,3.4,Transportation Equipment Manufacturing,Fremont, CA,2000,5000,110000,190000,150000,3500.0
1477,Data Analyst,3.8,IT Services,Menlo Park, CA,50,100,110000,190000,150000,75.0
1478,Data Analyst,4.0,Accounting,Santa Clara, CA,25,50,110000,190000,150000,37.5
1482,Data Analyst I,3.6,Staffing & Outsourcing,Cupertino, CA,100,500,110000,190000,150000,300.0
1487,Data Analyst I,3.9,IT Services,Cupertino, CA,50,100,110000,190000,150000,75.0
1489,Data Analyst,4.1,IT Services,Sunnyvale, CA,5,10,110000,190000,150000,7.5
1490,Data Analyst,4.0,Health Care Services & Hospitals,San Jose, CA,5,10,110000,190000,150000,7.5
1491,Data Analyst,3.1,IT Services,San Jose, CA,25,50,110000,190000,150000,37.5
1492,Senior Data Analyst Studio Finance Engineering,3.9,Internet,Los Gatos, CA,5000,10000,110000,190000,150000,7500.0
1494,Data Analyst,3.9,Consulting,San Jose, CA,1,5,110000,190000,150000,3.0
1495,Data Analyst,3.6,Staffing & Outsourcing,Sunnyvale, CA,100,500,110000,190000,150000,300.0
1496,Data Analyst,3.9,IT Services,San Jose, CA,100,500,110000,190000,150000,300.0
1498,Senior Data Analyst - Studio Finance Engineering,3.9,Internet,Los Gatos, CA,5000,10000,89000,151000,120000,7500.0
1499,Data Analyst,5.0,Staffing & Outsourcing,San Jose, CA,1,5,89000,151000,120000,3.0
1500,"Apple Media Products (AMP) - Big Data Analyst, Analytics Engineering",4.1,Computer Hardware & Software,Santa Clara, CA,10000,10000,89000,151000,120000,10000.0
1501,Data Analyst,3.8,Staffing & Outsourcing,Cupertino, CA,100,500,89000,151000,120000,300.0
1502,Data Analyst,3.8,Electrical & Electronic Manufacturing,San Jose, CA,100,500,89000,151000,120000,300.0
1503,Business Data Analyst,3.7,Advertising & Marketing,San Jose, CA,1,5,89000,151000,120000,3.0
1504,Data Analyst,4.0,Staffing & Outsourcing,San Jose, CA,10,25,89000,151000,120000,17.5
1505,Data Analyst,4.1,IT Services,Sunnyvale, CA,500,1000,89000,151000,120000,750.0
1506,Data Analyst,4.0,Accounting,San Jose, CA,1,1,89000,151000,120000,1.0
1507,Data Analyst II,3.9,IT Services,Menlo Park, CA,25,50,89000,151000,120000,37.5
1508,Data Analyst,4.5,Enterprise Software & Network Solutions,San Jose, CA,1,5,89000,151000,120000,3.0
1510,Finance & Accounting Data Analyst,4.8,Internet,Redwood City, CA,100,500,89000,151000,120000,300.0
1511,Data Analyst,3.9,Staffing & Outsourcing,Sunnyvale, CA,500,1000,89000,151000,120000,750.0
1512,Business Data Analyst,4.1,IT Services,San Jose, CA,5,10,89000,151000,120000,7.5
1513,Data Analyst,4.0,IT Services,Cupertino, CA,25,50,89000,151000,120000,37.5
1514,Junior Data Analyst,5.0,IT Services,San Jose, CA,50,100,89000,151000,120000,75.0
1517,Financial Data Analyst,4.1,Computer Hardware & Software,Santa Clara, CA,10000,10000,89000,151000,120000,10000.0
1518,Sr. Data Scientist/Analyst,4.1,Computer Hardware & Software,Santa Clara, CA,10000,10000,89000,151000,120000,10000.0
1520,Data Analyst Intern,4.6,Computer Hardware & Software,Palo Alto, CA,10000,10000,89000,151000,120000,10000.0
1522,Data Analyst,5.0,IT Services,San Jose, CA,50,100,89000,151000,120000,75.0
1524,Biomedical Data Analyst I - Temporary,4.0,Health Care Services & Hospitals,Redwood City, CA,100,500,89000,151000,120000,300.0
1525,Data Analyst 2,4.3,Colleges & Universities,Stanford, CA,10000,10000,69000,127000,98000,10000.0
1526,Supply Chain Data Analyst,4.4,IT Services,San Jose, CA,1,5,69000,127000,98000,3.0
1527,Research & Data Analyst Lead,3.3,Publishing,Los Gatos, CA,1000,2000,69000,127000,98000,1500.0
1528,Advance Data Analyst,4.1,Computer Hardware & Software,San Jose, CA,1000,2000,69000,127000,98000,1500.0
1530,Maps Evaluation Data Analyst,4.1,Computer Hardware & Software,Santa Clara, CA,10000,10000,69000,127000,98000,10000.0
1536,Data Engineering/Analyst- Apple Cloud Services,4.1,Computer Hardware & Software,Santa Clara, CA,10000,10000,69000,127000,98000,10000.0
1537,Data Analyst,4.2,Staffing & Outsourcing,Redwood City, CA,100,500,69000,127000,98000,300.0
1539,Data Analyst 1,4.1,Computer Hardware & Software,Redwood City, CA,25,50,69000,127000,98000,37.5
1540,Data Quality Analyst,3.9,IT Services,Mountain View, CA,50,100,69000,127000,98000,75.0
1542,Data Analyst,3.7,Staffing & Outsourcing,Sunnyvale, CA,100,500,69000,127000,98000,300.0
1543,Data Analyst- German Fluency,3.5,Staffing & Outsourcing,Cupertino, CA,10,25,69000,127000,98000,17.5
1545,Data Analyst lll,3.2,IT Services,Fremont, CA,100,500,69000,127000,98000,300.0
1547,Data Analyst,3.5,Staffing & Outsourcing,Sunnyvale, CA,2000,5000,69000,127000,98000,3500.0
1548,Data Analyst/Technical Product Owner,3.8,IT Services,San Jose, CA,100,500,69000,127000,98000,300.0
1549,Sr. Data Warehouse Analyst,3.9,Biotech & Pharmaceuticals,Sunnyvale, CA,10000,10000,69000,127000,98000,10000.0
1551,Market Data Analyst - Global Securities Master (GSM),3.3,IT Services,San Jose, CA,10,25,69000,127000,98000,17.5
1553,Senior BI and Data Analyst,4.1,Computer Hardware & Software,Santa Clara, CA,10000,10000,69000,127000,98000,10000.0
1557,"Senior Business/Data Analyst - WW Sales Finance Process, Analytics, and Reporting",4.1,Computer Hardware & Software,Santa Clara, CA,10000,10000,51000,93000,72000,10000.0
1558,Data Analyst II,3.8,Staffing & Outsourcing,Menlo Park, CA,2000,5000,51000,93000,72000,3500.0
1559,Advance Data Analyst HSV Materials Customer Support fs),4.1,Computer Hardware & Software,San Jose, CA,1000,2000,51000,93000,72000,1500.0
1562,Data Warehouse Analyst,3.9,Biotech & Pharmaceuticals,Sunnyvale, CA,10000,10000,51000,93000,72000,10000.0
1563,Data and User Acceptance Testing Analyst,3.7,Advertising & Marketing,Cupertino, CA,1,5,51000,93000,72000,3.0
1564,Senior Data Analyst,3.9,Internet,East Palo Alto, CA,10000,10000,51000,93000,72000,10000.0
1567,Documentation/Data Analyst,4.3,Accounting,Pleasanton, CA,10,25,51000,93000,72000,17.5
1568,SQL Data Analyst,4.0,Accounting,Pleasanton, CA,1,1,51000,93000,72000,1.0
1569,Data Analyst Tableau/Power BI,4.4,IT Services,San Jose, CA,10,25,51000,93000,72000,17.5
1570,"Business Analyst - MDM, Data Governance",3.4,Architectural & Engineering Services,Sunnyvale, CA,10,25,51000,93000,72000,17.5
1571,Senior Data Analyst (Remote OK),3.9,Health Care Services & Hospitals,Mountain View, CA,25,50,51000,93000,72000,37.5
1573,"Senior Data Analyst, People Analytics",4.1,Enterprise Software & Network Solutions,San Jose, CA,1000,2000,51000,93000,72000,1500.0
1577,Data Analyst - Bilingual English and Italian,3.3,Consulting,Palo Alto, CA,500,1000,51000,93000,72000,750.0
1578,Senior Business Data Analyst,4.4,Computer Hardware & Software,Mountain View, CA,2000,5000,51000,93000,72000,3500.0
